,Unnamed: 0,URL,URL_FIRST_PART,URL_LAST_PART,PREDICATE,OBJECT,WORDS,ENTITIES,REPLACED_WORD
0,0,http://fraunhofer.de/data/hydrogen_carrier,http://fraunhofer.de/data,hydrogen_carrier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Car,hydrogen carrier,[],Car
1,1,http://fraunhofer.de/data/hydrogen_tank,http://fraunhofer.de/data,hydrogen_tank,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inTesting,hydrogen tank,[],Tank
2,2,http://fraunhofer.de/data/high_pressure_hydrogen_tanks,http://fraunhofer.de/data,high_pressure_hydrogen_tanks,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,high pressure hydrogen tanks,[],Tank
3,3,http://fraunhofer.de/data/hydrogen_fuel_cell,http://fraunhofer.de/data,hydrogen_fuel_cell,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,hydrogen fuel cell,[],Fuel_Cell
4,4,http://fraunhofer.de/data/Hydrogen_Infrastructure,http://fraunhofer.de/data,Hydrogen_Infrastructure,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,Hydrogen Infrastructure,"[('Hydrogen Infrastructure', 'ORG')]",Infrastructure
5,5,http://fraunhofer.de/data/Hydrogen_plane,http://fraunhofer.de/data,Hydrogen_plane,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Aircraft,Hydrogen plane,"[('Hydrogen', 'GPE')]",Plane
6,6,http://fraunhofer.de/data/hydrogen_fuel_cells,http://fraunhofer.de/data,hydrogen_fuel_cells,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Customer,hydrogen fuel cells,[],Fuel_Cell
7,7,http://fraunhofer.de/data/Geely_Hydrogen_Fuel_Cell,http://fraunhofer.de/data,Geely_Hydrogen_Fuel_Cell,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Reconversion,Geely Hydrogen Fuel Cell,[],Fuel_Cell
8,8,http://fraunhofer.de/data/Hydrogen_Infrastructure,http://fraunhofer.de/data,Hydrogen_Infrastructure,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Manufacturer,Hydrogen Infrastructure,"[('Hydrogen Infrastructure', 'ORG')]",Infrastructure
9,9,https://www.epicos.com/article/660648/toyoda-gosei-starts-operation-high-pressure-hydrogen-tanks-fcvs-inabe-plant-japan,https://www.epicos.com/article/660648,toyoda_gosei_starts_operation_high_pressure_hydrogen_tanks_fcvs_inabe_plant_japan,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://purl.org/dc/terms/BibliographicResource,toyoda gosei starts operation high pressure hydrogen tanks fcvs inabe plant japan,"[('japan', 'GPE')]",Tank
10,10,http://fraunhofer.de/data/hydrogen_and_fuel_cell_technologies,http://fraunhofer.de/data,hydrogen_and_fuel_cell_technologies,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,hydrogen and fuel cell technologies,[],Fuel_Cell
11,11,http://fraunhofer.de/data/hydrogen_technology,http://fraunhofer.de/data,hydrogen_technology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,hydrogen technology,[],Technology
12,12,http://fraunhofer.de/data/hydrogen_technology,http://fraunhofer.de/data,hydrogen_technology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Manufacturer,hydrogen technology,[],Technology
13,13,http://fraunhofer.de/data/hydrogen_train,http://fraunhofer.de/data,hydrogen_train,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Supplier,hydrogen train,[],Train
14,14,http://fraunhofer.de/data/hydrogen_fuel_and,http://fraunhofer.de/data,hydrogen_fuel_and,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,hydrogen fuel and,[],Fuel_Cell
15,15,http://fraunhofer.de/data/Hydrogen_Peroxide,http://fraunhofer.de/data,Hydrogen_Peroxide,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inTesting,Hydrogen Peroxide,[],Hydrogen
16,16,http://fraunhofer.de/data/hydrogen_fuel_cells,http://fraunhofer.de/data,hydrogen_fuel_cells,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,hydrogen fuel cells,[],Fuel_Cell
17,17,http://fraunhofer.de/data/European_Clean_Hydrogen_Alliance,http://fraunhofer.de/data,European_Clean_Hydrogen_Alliance,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Customer,European Clean Hydrogen Alliance,"[('European Clean Hydrogen Alliance', 'ORG')]",European_Clean_Hydrogen_Alliance
18,18,http://fraunhofer.de/data/zero-emission_hydrogen_fuel_cell_bus,http://fraunhofer.de/data,zero_emission_hydrogen_fuel_cell_bus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Bus,zero emission hydrogen fuel cell bus,"[('zero', 'CARDINAL')]",Fuel_Cell
19,19,http://fraunhofer.de/data/hydrogen_tank,http://fraunhofer.de/data,hydrogen_tank,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,hydrogen tank,[],Tank
20,20,http://fraunhofer.de/data/hydrogen_fuel_and_wind_power,http://fraunhofer.de/data,hydrogen_fuel_and_wind_power,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,hydrogen fuel and wind power,[],Fuel_Cell
21,21,http://fraunhofer.de/data/Hydrogen_Fuel_Cell,http://fraunhofer.de/data,Hydrogen_Fuel_Cell,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Product,Hydrogen Fuel Cell,[],Fuel_Cell
22,22,http://fraunhofer.de/data/hydrogen_fuel_cell_system,http://fraunhofer.de/data,hydrogen_fuel_cell_system,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Product,hydrogen fuel cell system,[],Fuel_Cell
23,23,http://fraunhofer.de/data/hydrogen_fuel_cells,http://fraunhofer.de/data,hydrogen_fuel_cells,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Reconversion,hydrogen fuel cells,[],Fuel_Cell
24,24,http://fraunhofer.de/data/European_Clean_Hydrogen_Alliance,http://fraunhofer.de/data,European_Clean_Hydrogen_Alliance,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,European Clean Hydrogen Alliance,"[('European Clean Hydrogen Alliance', 'ORG')]",European_Clean_Hydrogen_Alliance
25,25,http://fraunhofer.de/data/hydrogen_production,http://fraunhofer.de/data,hydrogen_production,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Product,hydrogen production,[],Hydrogen
26,26,http://fraunhofer.de/data/High_Pressure_Hydrogen_Tanks,http://fraunhofer.de/data,High_Pressure_Hydrogen_Tanks,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,High Pressure Hydrogen Tanks,[],Tank
27,27,http://fraunhofer.de/data/Hydrogen_%26_Fuel_Cells,http://fraunhofer.de/data,Hydrogen___Fuel_Cells,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Supplier,Hydrogen   Fuel Cells,[],Fuel_Cell
28,28,http://fraunhofer.de/data/Green_Hydrogen,http://fraunhofer.de/data,Green_Hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Conversion,Green Hydrogen,"[('Green Hydrogen', 'ORG')]",Hydrogen
29,29,http://fraunhofer.de/data/Hydrogen_Peroxide,http://fraunhofer.de/data,Hydrogen_Peroxide,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,Hydrogen Peroxide,[],Hydrogen
30,30,http://fraunhofer.de/data/hydrogen_and_fuel,http://fraunhofer.de/data,hydrogen_and_fuel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inTesting,hydrogen and fuel,[],Fuel_Cell
31,31,http://fraunhofer.de/data/Renewable_hydrogen,http://fraunhofer.de/data,Renewable_hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,Renewable hydrogen,[],Hydrogen
32,32,http://fraunhofer.de/data/Green_hydrogen,http://fraunhofer.de/data,Green_hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Customer,Green hydrogen,[],Hydrogen
33,33,http://fraunhofer.de/data/Geely_Hydrogen_Fuel_Cell,http://fraunhofer.de/data,Geely_Hydrogen_Fuel_Cell,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Product,Geely Hydrogen Fuel Cell,[],Fuel_Cell
34,34,http://fraunhofer.de/data/a_six-seater_propeller_plane_powered_by_hydrogen,http://fraunhofer.de/data,a_six_seater_propeller_plane_powered_by_hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Aircraft,a six seater propeller plane powered by hydrogen,"[('six', 'CARDINAL')]",Plane
35,35,http://fraunhofer.de/data/hydrogen_fuel_cell,http://fraunhofer.de/data,hydrogen_fuel_cell,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,hydrogen fuel cell,[],Fuel_Cell
36,36,http://fraunhofer.de/data/hydrogen_projects,http://fraunhofer.de/data,hydrogen_projects,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,hydrogen projects,[],Hydrogen
37,37,http://fraunhofer.de/data/Hydrogen_%26_Fuel_Cells,http://fraunhofer.de/data,Hydrogen___Fuel_Cells,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,Hydrogen   Fuel Cells,[],Fuel_Cell
38,38,http://fraunhofer.de/data/Switch_to_Hydrogen_Buses,http://fraunhofer.de/data,Switch_to_Hydrogen_Buses,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Bus,Switch to Hydrogen Buses,"[('Hydrogen Buses', 'ORG')]",Bus
39,39,https://www.okotokstoday.ca/national-business/canadian-pacific-to-pilot-hydrogen-powered-train-to-decarbonize-freight-transport-3195995,https://www.okotokstoday.ca/national-business,canadian_pacific_to_pilot_hydrogen_powered_train_to_decarbonize_freight_transport_3195995,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://purl.org/dc/terms/BibliographicResource,canadian pacific to pilot hydrogen powered train to decarbonize freight transport 3195995,"[('canadian', 'NORP'), ('3195995', 'DATE')]",Transportation
40,40,http://ciltuk.org.uk/News/LatestNews/TabId/235/ArtMID/6887/ArticleID/8897/Government-to-roll-out-promotion-of-hydrogen-efficient-fleets.aspx,http://ciltuk.org.uk/News/LatestNews/TabId/235/ArtMID/6887/ArticleID/8897,Government_to_roll_out_promotion_of_hydrogen_efficient_fleets_aspx,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://purl.org/dc/terms/BibliographicResource,Government to roll out promotion of hydrogen efficient fleets aspx,[],Fleet
41,41,http://fraunhofer.de/data/1st_Hydrogen_NEXO_Vehicle,http://fraunhofer.de/data,1st_Hydrogen_NEXO_Vehicle,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Road,1st Hydrogen NEXO Vehicle,"[('1st', 'ORDINAL')]",NEXO
42,42,http://fraunhofer.de/data/Hydrogen_and_Fuel_Cell_Technologies,http://fraunhofer.de/data,Hydrogen_and_Fuel_Cell_Technologies,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,Hydrogen and Fuel Cell Technologies,"[('Hydrogen', 'ORG'), ('Fuel Cell Technologies', 'ORG')]",Fuel_Cell
43,43,http://fraunhofer.de/data/Green_hydrogen,http://fraunhofer.de/data,Green_hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,Green hydrogen,[],Hydrogen
44,44,http://fraunhofer.de/data/HyET_Hydrogen,http://fraunhofer.de/data,HyET_Hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Supplier,HyET Hydrogen,"[('HyET Hydrogen', 'ORG')]",HyET_Hydrogen
45,45,http://fraunhofer.de/data/hydrogen_transportation,http://fraunhofer.de/data,hydrogen_transportation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,hydrogen transportation,[],Transportation
46,46,http://fraunhofer.de/data/carbon-free_hydrogen,http://fraunhofer.de/data,carbon_free_hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Car,carbon free hydrogen,[],Hydrogen
47,47,http://fraunhofer.de/data/Green_Hydrogen,http://fraunhofer.de/data,Green_Hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,Green Hydrogen,"[('Green Hydrogen', 'ORG')]",Hydrogen
48,48,http://fraunhofer.de/data/Hydrogen_Fuel_Cell,http://fraunhofer.de/data,Hydrogen_Fuel_Cell,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,Hydrogen Fuel Cell,[],Fuel_Cell
49,49,http://fraunhofer.de/data/hydrogen_fuel_%2C,http://fraunhofer.de/data,hydrogen_fuel__,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inTesting,hydrogen fuel  ,[],Fuel_Cell
50,50,http://fraunhofer.de/data/hydrogen_fuel_cell_system,http://fraunhofer.de/data,hydrogen_fuel_cell_system,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,hydrogen fuel cell system,[],Fuel_Cell
51,51,http://fraunhofer.de/data/Hydrogen,http://fraunhofer.de/data,Hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Manufacturer,Hydrogen,"[('Hydrogen', 'ORG')]",Hydrogen
52,52,http://fraunhofer.de/data/hydrogen_and_fuel,http://fraunhofer.de/data,hydrogen_and_fuel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,hydrogen and fuel,[],Fuel_Cell
53,53,http://fraunhofer.de/data/hydrogen_technology,http://fraunhofer.de/data,hydrogen_technology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Product,hydrogen technology,[],Technology
54,54,http://fraunhofer.de/data/hydrogen_transportation,http://fraunhofer.de/data,hydrogen_transportation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Mobile,hydrogen transportation,[],Transportation
55,55,http://fraunhofer.de/data/Hydrogen_NEXO_Vehicle_POSCO,http://fraunhofer.de/data,Hydrogen_NEXO_Vehicle_POSCO,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Road,Hydrogen NEXO Vehicle POSCO,"[('Hydrogen NEXO Vehicle', 'ORG')]",NEXO
56,56,http://fraunhofer.de/data/hydrogen_production,http://fraunhofer.de/data,hydrogen_production,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,hydrogen production,[],Hydrogen
57,57,http://fraunhofer.de/data/hydrogen_projects,http://fraunhofer.de/data,hydrogen_projects,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Project,hydrogen projects,[],Hydrogen
58,58,http://fraunhofer.de/data/hydrogen,http://fraunhofer.de/data,hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,hydrogen,[],Hydrogen
59,59,http://fraunhofer.de/data/high_pressure_hydrogen_tanks,http://fraunhofer.de/data,high_pressure_hydrogen_tanks,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inTesting,high pressure hydrogen tanks,[],Tank
60,60,http://fraunhofer.de/data/HyET_Hydrogen,http://fraunhofer.de/data,HyET_Hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,HyET Hydrogen,"[('HyET Hydrogen', 'ORG')]",HyET_Hydrogen
61,61,http://fraunhofer.de/data/Renewable_hydrogen,http://fraunhofer.de/data,Renewable_hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Supplier,Renewable hydrogen,[],Hydrogen
62,62,http://fraunhofer.de/data/hydrogen_in,http://fraunhofer.de/data,hydrogen_in,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Customer,hydrogen in,[],Hydrogen
63,63,http://fraunhofer.de/data/hydrogen_fuel_cells,http://fraunhofer.de/data,hydrogen_fuel_cells,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Product,hydrogen fuel cells,[],Fuel_Cell
64,64,http://fraunhofer.de/data/hydrogen_train,http://fraunhofer.de/data,hydrogen_train,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Train,hydrogen train,[],Train
65,65,http://fraunhofer.de/data/Heavy_Duty_Vehicles-Hydrogen,http://fraunhofer.de/data,Heavy_Duty_Vehicles_Hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Road,Heavy Duty Vehicles Hydrogen,"[('Heavy Duty Vehicles Hydrogen', 'ORG')]",Vehicle
66,66,http://fraunhofer.de/data/hydrogen_fuel_and,http://fraunhofer.de/data,hydrogen_fuel_and,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,hydrogen fuel and,[],Fuel_Cell
67,67,http://fraunhofer.de/data/hydrogen_fuel_cell,http://fraunhofer.de/data,hydrogen_fuel_cell,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Supplier,hydrogen fuel cell,[],Fuel_Cell
68,68,http://fraunhofer.de/data/hydrogen_trains,http://fraunhofer.de/data,hydrogen_trains,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,hydrogen trains,[],Train
69,69,http://fraunhofer.de/data/Hydrogen_Infrastructure,http://fraunhofer.de/data,Hydrogen_Infrastructure,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Supplier,Hydrogen Infrastructure,"[('Hydrogen Infrastructure', 'ORG')]",Infrastructure
70,70,http://fraunhofer.de/data/hydrogen_fuel,http://fraunhofer.de/data,hydrogen_fuel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Researcher,hydrogen fuel,[],Fuel_Cell
71,71,http://fraunhofer.de/data/Hydrogen_Fuel_Cell_Buses,http://fraunhofer.de/data,Hydrogen_Fuel_Cell_Buses,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,Hydrogen Fuel Cell Buses,[],Fuel_Cell
72,72,http://fraunhofer.de/data/green_hydrogen,http://fraunhofer.de/data,green_hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inTesting,green hydrogen,[],Hydrogen
73,73,http://fraunhofer.de/data/hydrogen_fuel_%2C,http://fraunhofer.de/data,hydrogen_fuel__,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inProduction,hydrogen fuel  ,[],Fuel_Cell
74,74,http://fraunhofer.de/data/Hydrogen_fuel_cars,http://fraunhofer.de/data,Hydrogen_fuel_cars,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/neunsinger/ontologies/2022/2.0/HydrogenOntology#Car,Hydrogen fuel cars,[],Fuel_Cell
75,75,http://fraunhofer.de/data/hydrogen-bond_donor_scaffolds,http://fraunhofer.de/data,hydrogen_bond_donor_scaffolds,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/inResearch,hydrogen bond donor scaffolds,[],Hydrogen
76,76,http://fraunhofer.de/data/green_hydrogen,http://fraunhofer.de/data,green_hydrogen,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://fraunhofer.de/MarketActivities/Customer,green hydrogen,[],Hydrogen
